ad,title,url,loc,scrape stamp,lat,long,addr,scrape date,source
Now is the time to pamper yourself!One Hour $60. One Half Hour $40.Feeling under the weather?You are in the right place!Sweet and beautiful Asian therapists are waiting for you!Don't hesitate to call us!Our treatments include: Deep Tissue Swedish Hot stone Back walking Knee Massage Foot Reflexology MassageSunset Massage1595 Peachtree Parkway Suite 201 (141) Exit 13 on Ga 400sunsetmassagega.com    ,"SUNSET MASSAGE, 470­-297-­4757 Exit 13 off 400 141",https://atlanta.craigslist.org/nat/thp/d/sunset-massageexit-13-off/6421473390.html,"Acworth,Kennesaw,Roswell",12/11/2017 14:41,34.123707,-84.170594,Peachtree Pky at Sharon Rd,35:10.6,CL1
"Great Wall Massage $49.99 1 hour Full Body MassageChair Massage for Shoulders - 15 minutes minimum just $15!!Professional Therapists waiting to serve you!SPECIAL!! FOOT MASSAGE - ONE HOUR JUST $30.00 SPECIAL!We are the very Busy, so best to make appointments 1 Hour Full Body Massage for $49.99 -- Call or TextFor relaxation or for a variety of health conditions: - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you-Men and Women. Ask about Our 4 Hand Massage -- NO Appointment Required. Next to Kroger at Wade Green and Hwy 92 6199 Hwy 92 Acworth, GA 30102 Suite 188ALL Major Credit Cards, CashNEW EXTENDED HOURS!!9:30 - 9:30 Mon thru Sat. 11:00 - 7:00 Sun30 Minute Massage..........................$40.0060 Minute Massage..........................$50.0090 Minute Massage..........................$80.00120 Minute Massage......................$100.0060 Minute Foot Massage..................$40.0030/30 Combo Foot/Body...................$50.0060/60 Combo Foot/Body...................$80.004 Hand One Hour............................$100.00$50 walk-in --- Call or text  show contact info	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 ",Great Wall Massage $49.99 1 hour Full Body Massage,https://atlanta.craigslist.org/nat/thp/d/great-wall-massagehour-full/6421450516.html,"N,Atlanta",12/11/2017 14:27,34.09043,-84.584727,6199 Hwy 92,35:21.3,CL1
"Come see me in my private home location just a few blocks from 285 and 400. I offer a relaxing environment, driveway parking and the best massage you've ever had! I like to work slowly and gently, while giving you the firm pressure needed to work out the kinks and knots. Of course, it's your massage, so I am open to what you want to get out of it. I have 18 years experience at making people feel amazing. Time for a new lease on life! Come give me a try. Men and women welcome. I do $80 per hr. or $120 for 90 minutes of pure unalloyed bliss. Please text or call rather than emailing if possible at  show contact info.  I look forward to making your day! Tim    ",STRONG----ATHLETIC----MALE,https://atlanta.craigslist.org/nat/thp/d/strong-athletic-male/6421438218.html,"Acworth,Kennesaw,Dallas",12/11/2017 14:20,33.9335,-84.3958,,35:31.5,CL1
"China Massage $49.99 1 hour Full Body MassageProfessional Therapists waiting to demonstrate Who's Who in Massage TherapyWe are the very Busy, so best to make appointments 1 Hour Full Body Massage for $49.99 -- Call or TextFor relaxation or for a variety of health conditions: - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you-Men and Women.4 Hand Massage -- NO Appointment Required. Behind BP Gas, at the corner of Mars Hill and Cobb Parkway 3451 Cobb Parkway, Acworth, Ga. 30101 Suite 8ALL Major Credit Cards, Cash, NO CHECKS!EXTENDED HOURS!!9:30 - 9:30 Mon thru Sat. 11:00 - 7:00 Sun30 Minute Massage....................................................................$40.0060 Minute Massage....................................................................$50.0090 Minute Massage....................................................................$80.00120 Minute Massage................................................................$100.0060 Minute Foot Massage............................................................$35.0030/30 Combo Foot/Body............................................................$50.0060/60 Combo Foot/Body............................................................$80.004 Hand One Hour......................................................................$100.00$50 walk-in --- Call or text  show contact info	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 ",China Massage $49.99 1 hour Full Body Massage,https://atlanta.craigslist.org/nat/thp/d/china-massagehour-full-body/6421432721.html,"Kennesaw,Marietta,Acworth",12/11/2017 14:16,34.0384,-84.691683,3451 Cobb Pkwy NW,35:42.2,CL1
"Lu's Massage Kennesaw $49.99 1 Hour Full Body MassageGrand Opening Lu's Massage  show contact infoCall or TextFind out Who's Who in Massage Therapy2790 Cobb Parkway Suite BKennesaw, Ga, 30152Next Door to CVS Pharmacy at Cobb Parkway and Jiles RdProfessional Therapists are available hereFor relaxation or for a variety of health conditions:1. Back pain2. Stress relief and stress-related conditions,3. Building Immunity4. Migraines5. Muscle and related conditions such as spasms, strains and sprains6. Circulatory and respiratory problemsWarm, Clean Atmosphere awaits you-Men and WomenWe pride ourselves in being the Who's Who in Massage Therapy, if you're not satisfied, please let us know!!We take all Major Credit Cards, Cash, NO CHECKS.Call for AppointmentWalk-in's Welcome ",Lu's Massage Kennesaw $49.99 1 Hour Full Body Massage,https://atlanta.craigslist.org/nat/thp/d/lus-massage-kennesawhour-full/6421420701.html,"Trickum,Rd,Suite,C,Woodstock,GA",12/11/2017 14:09,34.023054,-84.626516,2790 Cobb Pkwy NW,35:52.6,CL1
"Welcome to July Massage-=== Swedish  Deeptissue  Table Shower  Foot Massage ===-Call Today!Tel:  show contact infoClick for Direction!== MAP ==3342 Trickum Rd Suite C Woodstock, GA 30188Come Today Enjoy the Most Luxurious Massage that you deserveBody Massage---- $40/30mins || $50/60mins ----Foot Massage$40/60minsOpen 7 Days 10:00AM-9:00PM Have a serene and good feeling.Professional Massage Services, private rooms available with luxury designBest Massage from professional MasseusesCall Now at:  show contact info3342 Trickum Rd Suite C Woodstock, GA 30188 Walk-in-Welcome. ",ðŸŒº July Massage Woodstock - Best Massage In town (770)702-5108,https://atlanta.craigslist.org/nat/thp/d/july-massage-woodstock-best/6421416704.html,"Holly,Springs,Woodstock,Town,Lake",12/11/2017 14:07,34.089914,-84.485099,3342 Trickum Rd Suite C,36:03.0,CL1
"Far East Massage $59.99 1 hour Full Body MassageSave with an Appointment when you mention this AD and get 20% off a one hour massage - Call Ahead  show contact infoProfessional Therapists waiting to assist youFor relaxation or for a variety of health conditions:  - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you - Men and Women. Ask about Our 4 Hand Massage -- NO Appointment Required. Located within the Publix Plaza next to Subway @ East Cherokee and Old Hwy 5 6234 Old Hwy 5, Woodstock, Ga. 30188 Suite D-8ALL Major Credit Cards, Cash, NO CHECKSEXTENDED HOURS!!9:30a - 10:00p Mon thru Sat. 10:00a - 8:00p Sun	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 ",Far East Masssage - CL SPECIAL! Get 20% off - Far East Massage,https://atlanta.craigslist.org/nat/thp/d/far-east-masssage-cl-special/6421410647.html,atlanta,12/11/2017 14:03,34.130812,-84.498521,6234 old Highway 5,36:13.6,CL1
I'm not going to sell you on a massageyou need one or want one or you don't right?I have a private studio in Inman Park 3030710 minutes from downtown  perfect forlunch or after work.  Weekends too1 hour is $100Text or call for  fastest response(for guys looking for something thesame day)  if you text--text your name and if you have a preferred time let me know instead of asking all my appts for the day.....makes everything so much easier (do you have 2 pm on tuesday available?)I'm 47 5'11 185 guy next door type of guyoh yeah my name is Reggie    ,M4M,https://atlanta.craigslist.org/atl/thp/d/m4m/6421404069.html,"google,map",12/11/2017 13:59,33.7691,-84.336,,36:23.8,CL1
"We have professional licensed massage therapists. We provide a comfortable environment and a soft music to help you relax and satisfied. Come experience a relaxing Massage!!!We offer different types of massage:Deep tissue MassageSwedish MassageFoot MassageChair Massage(Neck And  Back)Feet walk back massageWe also offer hot stone,body scrub ;body massage with creamHong MassageCall for an appointmentwalk-in is also welcome show contact infoWelcome to stop by any time!!!We open 7days a week, 10:30am. to 10pm.    ",ðŸ’¥Hong massageðŸ’¥ðŸ’¥ðŸ’¥ðŸ’¥ðŸ’¥,https://atlanta.craigslist.org/atl/thp/d/hong-massage/6421399059.html,"Suwanee,Lawrenceville,Duluth,Buford",12/11/2017 13:56,33.90737,-84.206152,"5456 jimmy carter blvd,unit210",36:34.3,CL1
"  ***@@**NEW OPENING **@@***Chinese Massage Beautiful Asians GRAND OPENING in LawrencevillOur Treatments Include: ~ Full Body Massage~ Foot Massage~ Deep Tissue / Soft Tissue ~ Back walking  ~ 4 HANDS Massage ~ Bodywork /Relax~ Knee Massage~ Hot Stone Therapy Massage~ Free Bathing Open 7 days : Monday - Saturday :10:00am ---- 9:30pm Sunday                :10:30am ---- 10:00pm  In LawrencevilleWalk-in or Call  show contact info(I-85 Exit107,then Go East and past Hwy 120 and GA-316, next to Five Guys Burgers and Fries)Address :4788 Sugarloaf Pkwy #103, Lawrenceville, Georgia 30044 ",@@@@!!!Grand Open!!!@@Best Oriental Massage@@@@@@,https://atlanta.craigslist.org/atl/thp/d/grand-openbest-oriental/6421398170.html,Marietta,12/11/2017 13:56,34.04665,-84.059626,3550 Lawrenceville-Suwanee Rd,36:44.6,CL1
" MASSAGE SPRINGFor CELEBRATE WE GRAND OPEN.WE DO SPECIAL OFFER FOR ALL CUSTOMERS.We offer professional foot reflexology * body massage * deep tissue massage * kneeling back massage * Healing oils relaxing music and soft lighting are included for your ultimate comfort and relax.BODY MASSAGE WITH FREE HOT SHONECOMBO FEET AND BODY MASSAGEFOOT MASSAGE WITH FREE HOT STONE WE HAVE VERY NICE AND BEAUTIFUL PLACE. WE OPEN 7 DAYS A WEEK 11:00AM~10:PMWALK IN AND APPOINTMENT ALL WELCOME HURRY UP CALL AND MAKE APPOINTMENT. YOU WILL LOVE. YOU CAN'T MISS IT. WE ARE WAITING FOR YOU.Address: 2580 Windy Hill Road, #500, Marietta, GA 30067    ","❤❤Grand Opening ,body massage with free Vicky Shower,",https://atlanta.craigslist.org/nat/thp/d/grand-opening-body-massage/6421397635.html,SANDYSPRINGS,12/11/2017 13:55,33.901254,-84.479253,2580 Windy Hill Road,36:54.9,CL1
"When your body is aching for relief, please come see us and let our therapeutic hands melt your stress away, leaving your feeling heavenly with sweet dream. Make yourself comfortable and lose yourself in a world of deep body and mind relaxation at MASSAGE ANGEL!  ~~~~~Best Therapies for You!! ~~~~~    NICE ASIAN STAFF EVER FOREVER  Massage AngelWelcomes new staff and invites our existing as well as new customers to our professional services. We look forward to providing you with a quality and relaxing massageCome and Enjoy a Relaxing, Soothing Massage at Massage Angel.Friendly Staff await youOpen 7 days 1030A.M. - 10:00 P.M.Call  show contact infofor an appointment & Walk-ins Welcome1100 hammond dr. suite#450B atlanta ,ga 30328 Business website: massageangel.onlineCouples WelcomeWe have certified and well trained  Massage Therapists here ready to serve you. Our goal is to provide you with the most peaceful and relaxing massage experience here in the lowcountry by meeting your unique massage needs. Our facility is designed with this in mind to offer you an elegant environment and beautiful soothing music. Deep Tissue  Swedish  Hot Stone   Four Hands Massage  Foot Massage     ",ðŸ’–ðŸ’–Massage AngelðŸ’—ðŸ’—ðŸ’—ðŸ’–ðŸ’–,https://atlanta.craigslist.org/atl/thp/d/massage-angel/6421397420.html,,12/11/2017 13:55,33.9335,-84.3958,1100 HAMMOND DR STE,37:05.4,CL1
 ,,https://atlanta.craigslist.org/atl/thp/d/10-off-grand-opening-table/6421389413.html,"Roswell,Alpharetta,Johns,Creek,Marietta", ,,,,37:15.7,CL1
"AMAZING EXPERIENCE!! ROSE Massage(Roswell)** Private massage rooms * Clean * Quite & Comfortable** Professional * Asian Massage Therapists** Best prices & better service with our advanced professional procedures** Relieve your pain and stress from your neck, shoulder, arm and backOur wonderful Staff Are Ready To Give You the best massage in Town!!Open 10:00AM - 9:30PM 7days/week Tel:  show contact infoAppointment or Walk-ins Welcome!Add: 11235 Alpharetta Hwy Suite 133 Roswell GA 30076(Same as Just Brakes Shopping Center)====Google map====Services: Full Body Massage / Vichy Shower / Knee Massage / Couples Massage Deep Tissue/Soft Tissue / Hot Stone Therapy Massage / Back Walking Massage Gift Cards Available! ",▇▇New sweet  Asian staff just arrived for▇▇Only$39.99/hr,https://atlanta.craigslist.org/nat/thp/d/new-sweet-asian-staff-just/6421386730.html,"Shallowford,Rd,Atlanta",12/11/2017 13:49,34.054348,-84.329199,11235 Alpharetta Hwy,37:26.1,CL1
"  Welcome To lwin Foot Massage ~  DEEP TISSUE ~ SWEDISH ~ BODY&FOOT MASSAGE~ Private massage rooms, clean, quite and comfortableOpen Daily 10:00am to 9:00pm (sunday11:00am-9:00pm)Tel: show contact info2566 Shallowford Rd.#108.Atlanta, GA 30345Come and Visit US for a Great Massage** Foot Massage *** **  30min...$20 ** **  60min...$30 **** Body Massage *** **  30min...$40 ** **  60min...$50 ** **  90min...$80 **** combo Massage *** **  60min(30min foot&30min body)...$40 ** **  60min(30min foot&60min body)...$70 ** **  120min(60min foot&60min body)...$85 ** Improves: Quality of Sleep, Joint Movement, Muscle Tone, Blood Circulation, Digestive Efficiency, Elimination of ToxinsHere is Very Clean & Comforting Private Space.Help your body and mind relax while improving your overall health!~~  For The Most Relaxing Day Of Your Life~~Walk-in-Welcome ",ðŸ’—=SOOTHING RELAXING Reflexology/Massage 678-670-2357,https://atlanta.craigslist.org/nat/thp/d/soothing-relaxing-reflexology/6421377300.html,"Alpharetta,Johns,Creek,Roswell,Duluth",12/11/2017 13:44,33.86186,-84.286708,2566 Shallowford Rd.#108,37:36.4,CL1
"   New Client Special Discount~~Healthy Massage    Male therapist & Table Shower available   show contact info   Location #1: 875 North Main St, Ste 352, Alpharetta, GA 30009   show contact info   Location #2: 3710 Old Milton Pkwy, Ste 105, Alpharetta, GA 30005   Please Click here to View our Website!  ",❤New Client Special Discount $10 Off Massage & Free Shower❤,https://atlanta.craigslist.org/nat/thp/d/new-client-special-discount/6421090299.html,"Buford,Sugar,Hill,Lawrenceville,Duluth",12/11/2017 10:55,34.093788,-84.279513,"875 North Main St, Ste 352",37:46.9,CL1
