cl_ad_title,cl_url,cl_location,cl_ad,cl_ad_dt,cl_lat,cl_lon,cl_ad_street_addr,date_retrieved,data_source
"*?* ___ FANTASTIC ___ MASSAGE ____ WITH ____ ULTIMATE ___ RESULT! __",https://washingtondc.craigslist.org/nva/thp/d/fantastic-massage-with/6318133719.html,____HERNDON,"[__UNDER NEW MANAGEMENT__]Deep Tissue / Swedish / Shiatsu MassageRelaxing Music, Quiet, ComfortableAroma Therapy & Clean Roomsshow contact infoOPEN 7 DAYS : 10AM - 10PMCNC THERAPY CENTER727 Elden St. Suite - 200C, Herndon, VA 20170Main Street Bank 2nd Floor and Parking in the Back of the Building.Enter into the Fire Station side on the Spring Street","9/23/2017 15:02",38.9694,-77.3856,"727 Elden St",2017-09-24,CL1
"________ ENJOY UR DAY WITH THE BEST ASIAN MASSAGE ________",https://washingtondc.craigslist.org/nva/thp/d/enjoy-ur-day-with-the-best/6318131623.html,"ANNANDALE,SPRING,FIELD","J & J WELLNESS Take a Mini Vacation To Our Place Today![__The Best Asian Relaxation Massage__]From Basic Swedish To AdvancedDeep-Tissue And ShiatsuAccept No Substitute ! - We Are The Best !Experience the Difference. Nothing compares! " GRAND OPENING ! - NEW !! "5101 Backlick Rd. Unit-H Annandale, VA 22003Open Daily 10am To 10pm7 0 3 - 6 4 2 - 0 9 7 0Turn Into Springdale Professional CenterDrive 217 ft Then turn right Then Drive Strightand It\'s on Your Left","9/23/2017 15:01",38.8139,-77.1848,"5101 Backlick Rd",2017-09-24,CL1
"^*^_______PALMTREE THERAPY______^*^*^__________FANTASTIC MASSAGE____",https://washingtondc.craigslist.org/nva/thp/d/palmtree-therapyfantastic/6318131176.html,ALEXANDRIA,"Refresh Mind & Body With an Asian Relaxation[__WORLD-CLASS SERVICE - ORIENTAL MASSAGE EXPERTS__]A tranquil oasis where worries quickly vanishLavishness beyond your expectationsServices that deliver unsurpassed relaxation & rejuvenationDeep Tissue / Swedish / Shiatsu MassageLuxurious  T. Shower / New Asian StaffTEL:  show contact infoOPEN DAILY 10AM TO 9PMPALMTREE THERAPYLocation: 6277 FRANCONIA RD. ALEXANDRIA, VA 22310","9/23/2017 15:00",38.7796,-77.1548,"6277 FRANCONIA RD",2017-09-24,CL1
"IIIIIIIII_One visit and you will believe Us!_BEST ASIAN MASSAGE!______",https://washingtondc.craigslist.org/nva/thp/d/iiiiiiiiione-visit-and-you/6318131068.html,Alexandria,"["There is Actually Only One Really Perfect TherapyCome Visit Us & You'll See Why !The Perfect Excuse to Enjoy a Relaxing Massage TodaySwedish / Deep-Tissue / Shiatsu MassageImperial Therapy is Open For Your Relaxation & Stress Relief Come Indulge In An Relaxing Asian MassageThat Will Leave You Glowing From Top To ToeWalk Ins Welcome & No Appointment Required[__WORLD CLASS MASSAGE SERVICE__]show contact infoOpen Daily: 10AM - 10PMImperIMPERIAL THERAPY6387 Little River Turnpike, Alexandria, VA 22312Conveniently Located Just Off 395 on Little River Turnpike "]","9/23/2017 15:00",38.8198,-77.1512,"6387 Little River Turnpike",2017-09-24,CL1
"* Wonderful Asian Massage by Friendly and Well Trained Enlive staff *_",https://washingtondc.craigslist.org/nva/thp/d/wonderful-asian-massage-by/6318130239.html,"TYSON,S,CORNER,VA","Luxurious Asian Massage=====*   ENLIVEN THERAPY    *=====" WORLD-CLASS SERVICE " Relax Your Body And Mind With A Rejuvenating, Refreshing, And Restorative Massage" We Truly Are The Best & The Best Asian Massage " || Swedish || Deep Tissue || Shiatsu Massage |||| Refreshing Shower || Dry Sauna ||Open  7 days a week: 10:00am-10pm _______show contact info_______8472-D TYCO ROAD, VIENNA, VA 22182CLICK HERE * MAP","9/23/2017 15:00",38.9330,-77.2377,"8472 TYCO RD",2017-09-24,CL1
"=?=~~~~~~ WHEN YOU NEED REAL MASSAGE ~ WE HAVE WHAT IT TAKES *********",https://washingtondc.craigslist.org/nva/thp/d/when-you-need-real-massage-we/6318129809.html,"_,__ALEXANDRIA,SPRINGFIELD","~ ___M & M WELLNESS CENTER___~Take a Mini Vacation To " MNM " Today![__The Best Asian Relaxation Massage__]Swedish / Shiatsu / Deep Tissue MassageTalented and Delightful Asian Staff / Luxurious ShowerExperience the Difference. Nothing compares! Sincerely Pampering You With Only The Best Asian Staff6080 Franconia Rd. Suite-C 2nd FL. Alexandria, VA 22310Open Daily 10am To 10pm - SUNDAY 10am To 9pm7 0 3 - 3 4 1 - 6 7 7 6","9/23/2017 14:59",38.7833,-77.1467,"6080 Franconia Rd",2017-09-24,CL1
"===============MASSAGE BY BEAUTIFUL AND TALENTED ASIAN MASSEUSES",https://washingtondc.craigslist.org/nva/thp/d/massage-by-beautiful-and/6318128851.html,"['__,IN,TOWN","[' AROMA THERAPY =============================== GRAND OPENING!  ===============================5 Star Level of MassageSwedish / Shiatsu / Deep Tissue MassageTalented and Delightful New StaffOpen Daily - 10AM TO 9pmSunday: 12PM TO 5PMTEL:  show contact info====================== #1 MASSAGE IN TOWN!","9/23/2017 14:59",NULL,NULL,NULL,2017-09-24,CL1
"ALL NEW! ?? OCEAN CITY MASSAGE ?? EXEMPLARY SERVICE??",https://washingtondc.craigslist.org/nva/thp/d/all-new-ocean-city-massage/6318128541.html,"ANNANDALE,VA","ANNANDALE AREA\'S BEST! All NEW Asian Bodyrub.Indulge and be rejuvenated...  OCEAN CITY MASSAGE  Indulgent Pampering and Asian Massage!!  Best Asian Staff EVER-- fact!!!!!   Swedish | Shiatsu | Deep tissue | Dry Sauna "a truly unforgettable experience."  CALL US NOW! DON\'T MISS OUT!Open 10am-10pm Every Day! CC\'s Accepted.  show contact infoAccept no substitute! We are the Best! 5029 Backlick Rd, UNIT #B, Annandale, VA 22003","9/23/2017 14:59",38.8150,-77.1868,"5029 BACKLICK RD.",2017-09-24,CL1
"??____All the Right Elements for the Ultimate Massage Experience____",https://washingtondc.craigslist.org/nva/thp/d/all-the-right-elements-for/6318128253.html,_SPRINGFIELD,"____BLUE THERAPY____  GRAND OPENING! - ALL NEW STAFF " We Have Only One Mission - To Make You Feel Fantastic " Deep Tissue / Swedish / Shiatsu / Massage  Luxurious Shower / Comfortable Rooms  Open Daily: 10AM To 10PM  Beautiful Asian Staff Tel:  show contact infoCall & Visit Us, You\'ll Be Glad You Did....5532 Hempstead Way, Suite-G Springfield, VA 22151","9/23/2017 14:58",38.7999,-77.1862,"5532 Hempstead Way",2017-09-24,CL1
"--------------------------YOUR UNFORGETTABLE EXPERIENCE OF MASSAGE !------------",https://washingtondc.craigslist.org/nva/thp/d/your-unforgettable-experience/6318127824.html,"________,TYSON,S,VIENNA,McLEAN","_____* G & G Wellness Center * _____ 7 0 3 - 4 6 2 - 9 1 6 1There Is Actually Only One Really Perfect Asian Spa" Your Satisfaction Is Our Ultimate Goal !! "Enjoy Serene Relaxation and Opulent Luxury* Deep Tissue / Swedish / Shiatsu Massage * Luxurious T. Shower * Dry Sauna * Hot Towel Treatment * Open Daily / 10 To 10* Feel Better Today..The Oriental Way *" Your New Destination For Marvelous Asian Massage "8450 Tyco Rd. Suite-C Vienna, VA. 22182","9/23/2017 14:58",38.9335,-77.2368,"8450 Tyco Rd",2017-09-24,CL1
"???? YOU HAVE NEVER SEEN ASIAN MASSAGE LIKE THIS BEFORE___________",https://washingtondc.craigslist.org/nva/thp/d/you-have-never-seen-asian/6318127154.html,"[ , ]__,VIENNA,TYSONS","[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]" Comfortable & Serene Environment! "VIP\'s Facility Is Renowned For Its ServiceThe Spa Is Absolutely Spotless, Tranquil & Very ComfortableYou Will Feel Right At Home From The Very First Moment You Walk InDeep Tissue / Swedish / Shiatsu Massage Friendly Asian StaffOpen 7 Days / 10AM TO 10PMRefreshing Table Shower 7 0 3 - 9 9 2 - 9 7 0 0  2240 Gallows Rd. Suite B Vienna, VA 22182","9/23/2017 14:58",38.9042,-77.2227,"2240 Gallows Rd",2017-09-24,CL1
"COUPLES AND MARRIAGE COUNSELING -- We Can Help.",https://washingtondc.craigslist.org/nva/thp/d/couples-and-marriage/6318125712.html,"Central,McLean","["show contact info --The Family Therapy Center of McLean provides counseling for couples, marriages, and families. We have specialized in couples counseling for over 25 years. We're located in central McLean across from the post office. We help develop better communications and resolve issues promptly. We have extensive experience in a wide range of cross-cultural issues. We do court-appointed individual and marital counseling. Security clearance and 25 years experience with government agency.  Please see our website at www.VirginiaCounselling.com . All calls are returned promptly.  show contact info and  show contact info . We are at 1313 Vincent Place, McLean, VA 22101.    "]","9/23/2017 14:57",38.9366,-77.1807,"Elm at Vincent",2017-09-24,CL1
"?? HERNDON SPA - THE ABSOLUTE OPPOSITE OF ORDINARY - MUST SEE! ??",https://washingtondc.craigslist.org/nva/thp/d/herndon-spa-the-absolute/6318123997.html,"_HERNDON,VA","It\'s all about you! ELEGANT--ASIAN--BODYWORK! Serene Music, lavish private therapy rooms [[HERNDON THERAPY]]  where every detail has been thought of for the ultimate pampering. "Best Massage, Sauna and Relaxation ever!!!!"  Our trained staff are available for stress relieving massage.  The most lovely therapists in town! Open 7 Days 10am-10pm. CC\'s Accepted. CALL TODAY!  show contact info   This spa KNOWS how to take care of you. 201 Elden Street #204, Herndon, VA 20170","9/23/2017 14:55",38.9664,-77.3689,"201 ELDEN STREET",2017-09-24,CL1
"COUPLES AND MARRIAGE COUNSELING -- We Can Help.",https://washingtondc.craigslist.org/nva/thp/d/couples-and-marriage/6318123426.html,"Central,McLean","["show contact info --The Family Therapy Center of McLean provides counseling for couples, marriages, and families. We have specialized in couples counseling for over 25 years. We're located in central McLean across from the post office. We help develop better communications and resolve issues promptly. We have extensive experience in a wide range of cross-cultural issues. We do court-appointed individual and marital counseling. Security clearance and 25 years experience with government agency.  Please see our website at www.VirginiaCounselling.com . All calls are returned promptly.  show contact info and  show contact info . We are at 1313 Vincent Place, McLean, VA 22101.    "]","9/23/2017 14:55",38.9366,-77.1807,"Elm at Vincent",2017-09-24,CL1
"? PINE TREE SPA -  "STUNNINGLY" BEAUTIFUL  NEW ASIAN MASSEUSE ?",https://washingtondc.craigslist.org/nva/thp/d/pine-tree-spa-stunningly/6318122335.html,"FAIRFAX,VA",""Stunningly" Beautiful Asian Masseuse So attractive It Will Leave You Speechless!   PINE TREE SPA  Can literally make mouths drop!!! a truly unique experience you won\'t forget. Absolutely amazing -- don\'t hesitate, just GO! Call NOW!!  --show contact info-- Relaxation, Deep Tissue, Swedish, and more!Table Shower and Dry Sauna too!  Open Every day 10am-10pm. CC\'s Accepted.Let us pamper you like a VIP 9512-C Lee Highway, 2nd Floor, Fairfax, VA 22031","9/23/2017 14:54",38.8604,-77.2649,"9512-C Lee Highway",2017-09-24,CL1
"?? GARDEN SPA - TICK TOCK: THIS MASSEUSE STARTS TODAY! HURRY-MUST-SEE!",https://washingtondc.craigslist.org/nva/thp/d/garden-spa-tick-tock-this/6318120452.html,"__FAIRFAX,VA","["quite simply put, stunningly beautiful ... HURRY HURRY must see.    GARDEN SPA    GUARANTEED STRESS RELIEF!So Much More Than Just The BestEXTRAORDINARY is an understatement.Call quickly! --show contact info--   Heavenly Service - EVERYTIME!! Swedish - Shiatsu - More! Open Every day 10am-10pm. CC's Accepted. Magnificently decorated massage rooms! 9516-B Lee Highway, Fairfax, VA 22031 "]","9/23/2017 14:53",38.8604,-77.2649,"9516-B Lee Highway",2017-09-24,CL1
"MIKO'S SPA. A SPA GOER'S DREAM. EXCELLENT LOCATION AND INCREDIBLE SPA",https://washingtondc.craigslist.org/nva/thp/d/mikos-spa-spa-goers-dream/6318118019.html,"CHANTILLY,VA,MINUTES,FROM,THE,AIRPORT",""All spa-goers should be required to experience this!" "Incredible Service, Staff, Experience"   MIKO\'S SPA Luxurious Asian Massage Perfection!  Incredibly luxurious asian styled spa  STELLAR Asian Staff  very beautiful decors, spacious and clean  Swedish - Shiatsu - Deep Tissue - Acupressure  The best experience of any spa; Surpasses 5 star spas! Open Mon-Sat 10am - 8:30pm, Sun 11am - 6pm Call NOW!  show contact info   14155 Robert Paris Ct., Chantilly, VA 20151","9/23/2017 14:51",38.8867,-77.4457,"14155 Robert Paris Ct.",2017-09-24,CL1
"Relax and rejuvenate, new professional masseuse! Daily special ??",https://washingtondc.craigslist.org/nva/thp/d/relax-and-rejuvenate-new/6318113387.html,Vienna,"JJ Massage offers several massages that will be sure to bring you relaxation and rejuvenation!Our current special includes $50/1HR Deep TissueWe also offer $80/90MIN and gift certificatesCall now to make a reservation at  show contact info or walk right in!Our Hours:Weekdays - 10AM-9:30PMWeekends - 10:30AM-9:00PM","9/23/2017 14:48",38.9081,-77.2566,"111 Berry St SE Suite 102",2017-09-24,CL1
"Chinese good nice massage????????????",https://washingtondc.craigslist.org/nva/thp/d/chinese-good-nice-massage/6318109058.html,"['Little,river,tpke,D,Annandale","['Relaxed Essential Oil Shiatsu for massage","9/23/2017 14:45",NULL,NULL,NULL,2017-09-24,CL1
"Grand Opening!Time Theragy",https://washingtondc.craigslist.org/nva/thp/d/grand-openingtime-theragy/6317839141.html,"old,bridge,Rd,woodbridge","********Enjoy the best Asian massage in our nice clean new place**********Relieve tension and pain, your stress will melt away. Relaxing Asian massage , relaxing environment, soft lights and music .-~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~-Come and enjoy a relaxing day!We have the most pleasant tranquil and peaceful surroundings.We offer high quality massage.come!!!you will belive us.Call us today **  show contact info **Open 7 days Monday to sunday {9:30am --- 10:30pm}Address: 1358 old bridge rd, woodbridge, VA,22192 Next to Title Max store, in the back of complex.~~~~~~~(Lunch Time promotions 2pm before $10 off)~~~~~~~~MasterCard or Visa card accept do NOT contact me with unsolicited services or offers","9/23/2017 11:57",38.6750,-77.2569,"1358 old bridge rd",2017-09-24,CL1
"????Asian Massage , New Beautiful Therapists, 703-999-3711",https://washingtondc.craigslist.org/nva/thp/d/asian-massage-new-beautiful/6318057964.html,"Reston,Herndon,Vienna","["Come Try Our New Beautiful Therapists                     Garden Therapy Spashow contact info               Open 10 am to 9 pm              Last Appointment 8 pmReston's Best Full Body MassagesWe are located at :11250 Roger Bacon Dr Unit 4 Reston, Va. 20190show contact infoGive yourself the gift of a nice full body massage today , you know you deserve itAfter our professional 4 Star massage you will leave relaxed and refreshed , we love what we do and you will love our masssge tooClean private relaxing rooms Free Hot Towels Free Hot Stones $ 70 per hour Try our 4 hands massage today , 2 Therapists to spoil you , so relaxing Call  show contact info for appointment Walk ins Welcome Credit cards accepted Open 10 to 9 pm last appointment 8 pm     "]","9/23/2017 14:12",38.9516,-77.3336,"11250 Roger Bacon Dr Unit 4",2017-09-24,CL1
"?????Luxury Table Shower Massage ,Grand Opening",https://washingtondc.craigslist.org/nva/thp/d/luxury-table-shower-massage/6317749695.html,"Tysons,Corner","The enjoyment of luxury , High-end private day spa . Personal treatment for men & woman . Massage - Facial - Water Therapy - Table Shower - Skin care - Hair Treatment Both Male & Female Therapists Available Appointment Required Please call :  show contact infoPRINCE SALON & SPA8296 Old Courthouse Rd, Ste-BTysons , VA 22182www.princesalonspa.com","9/23/2017 10:59",38.9144,-77.2306,"8269 Old courthouse rd",2017-09-24,CL1
"!!!Want A Great Massage? Quality Therapy, Refresh & Renew Today!!!",https://washingtondc.craigslist.org/nva/thp/d/want-great-massage-quality/6318039071.html,"Herndon,Sterling,Dulles,Chantilly,Reston","New World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us Now! Newly Refreshed Facilty!9:30AM to 11:00PM","9/23/2017 14:01",38.9683,-77.3971,"1039 Sterling Rd. Suite 102",2017-09-24,CL1
